8190           8190ZK13370           SXA18190SX21000000001.000                    20180115MB1B                9I4    
8190           8190WF9302D           SX218190SX51000000030.000                    20180117MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP64860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64860           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190WY91390           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZA52480           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZA52480           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZA52480           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZP64880           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64880           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62900           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZU49270           FLA08190FL21000000200.000                    20180117MB1B                9I3    
8190           8190ZU49270           FLA08190FL21000000200.000                    20180117MB1B                9I3    
8190           8190ZU49270           FLA08190FL21000000200.000                    20180117MB1B                9I3    
8190           8190ZU49330           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62900           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62900           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62900           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64820           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZP63430           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63430           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63420           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63420           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63420           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63380           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63380           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63180           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63030           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63030           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63430           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63450           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63450           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZP62840           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190WY75260           SXA18190SX21000000005.000                    20180117MB1B                9I3    
8190           8190ZP62840           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP63500           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP64070           SXA08190SX21000000030.000                    20180117MB1B                9I3    
8190           8190ZP63450           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP62990           FLA08190FL21000000500.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT43910           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44660           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44270           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45450           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT91380           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44180           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45800           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45980           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45380           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44660           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44660           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45260           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZU02770           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44880           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45860           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45720           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT43910           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT43910           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT43910           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45710           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT44270           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45590           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP62600           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP62600           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP62600           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP62600           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZP62610           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZP62610           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZT45590           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45800           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP62620           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZT45170           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45450           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP62620           FLA08190FL91000000120.000                    20180117MB1B                9I3    
8190           8190ZT45520           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45520           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45070           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZT45170           FL218190FL51000000020.000                    20180117MB1B                9I3    
8190           8190ZP90570           FLA08190FL51000000040.000                    20180117MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP63710           FLA08190FL21000000040.000                    20180117MB1B                9I3    
8190           8190ZQ93540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86460           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZY13490           VNA08190VN21000000060.000                    20180117MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86250           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ87420           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88890           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88990           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84860           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86640           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP66540           SXA08190SX21000000016.000                    20180117MB1B                9I3    
8190           8190ZP61430           CLA08190CL21000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87130           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88520           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZP61430           CLA08190CL21000000020.000                    20180117MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZY84910           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZP61830           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZZ32150           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZY84910           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZP61440           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZP61440           CLA08190CL21000000040.000                    20180117MB1B                9I3    
8190           8190ZZ32150           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZY86470           SX218190SX51000000010.000                    20180117MB1B                9I3    
8190           8190ZQ84490           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZS06260           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83930           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88650           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ84100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83610           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ88220           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ98440           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98550           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ98550           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ99100           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ99100           SX218190SX51000000008.000                    20180117MB1B                9I3    
8190           8190ZQ89050           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86540           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86690           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83810           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ93360           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ89230           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZF2087C           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZS06170           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ92770           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ86000           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZQ83740           SX218190SX51000000015.000                    20180117MB1B                9I3    
8190           8190ZT43210           SX218190SX51000000008.000                    20180117MB1B                9I3    
