8190           8190WF9195A           CL518190CL91000000015.000                    20180824MB1B                9I4    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ85100           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94770           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94770           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94770           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94770           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10680           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ95100           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94910           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT75800           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZT75800           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94630           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94520           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZY85290           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZY85380           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32200           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190ZZ32230           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190W61197A           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190W93546B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZZ32360           SX218190SX51000000010.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZQ94770           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88480           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88480           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88480           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ88480           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87380           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WF9814B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WF9813B           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZQ87380           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZQ87380           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83670           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83670           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ83670           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ84600           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ86080           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZR10660           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZQ94310           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61948A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZV28540           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZQ94730           SX518190SX91000000015.000                    20180825MB1B                9I3    
8190           8190ZV28540           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZU24320           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190W59455C           SX518190SX91000000050.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WQ4674B           SX518190SX91000000005.000                    20180825MB1B                9I3    
8190           8190WZ91840           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91840           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91390           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ92160           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZY13600           VN518190VN91000000030.000                    20180825MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43800           FL218190FL51000000005.000                    20180825MB1B                9I3    
8190           8190ZT43820           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190ZT43760           FL518190FL91000000005.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190W61993A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190W61993A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WK0455A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190WK0455A           SX518190SX91000000008.000                    20180825MB1B                9I3    
8190           8190ZQ83810           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190WZ91340           SX518190SX91000000001.000                    20180825MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ87220           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZQ93710           SX218190SX51000000015.000                    20180825MB1B                9I3    
8190           8190ZC7290A           SX518190SX91000000001.000                    20180825MB1B                9I3    
